,Result,Confidance of being Cracked
6940,Negative (Not Crack),0.035994
6941,Negative (Not Crack),0.070376
6942,Negative (Not Crack),0.092445
6943,Negative (Not Crack),0.064856
6944,Negative (Not Crack),0.096979
6945,Negative (Not Crack),0.047526
6946,Negative (Not Crack),0.092048
6947,Negative (Not Crack),0.035918
6948,Negative (Not Crack),0.033462
6949,Negative (Not Crack),0.049091
6950,Negative (Not Crack),0.059108
6951,Negative (Not Crack),0.083716
6952,Negative (Not Crack),0.030706
6953,Negative (Not Crack),0.04017
6954,Negative (Not Crack),0.028328
6955,Negative (Not Crack),0.036619
6956,Negative (Not Crack),0.046756
6957,Negative (Not Crack),0.054082
6958,Negative (Not Crack),0.036813
6959,Negative (Not Crack),0.039161
6960,Negative (Not Crack),0.041075
6961,Negative (Not Crack),0.047967
6962,Negative (Not Crack),0.086299
6963,Negative (Not Crack),0.042831
6964,Negative (Not Crack),0.077869
6965,Negative (Not Crack),0.456764
6966,Negative (Not Crack),0.041663
6967,Negative (Not Crack),0.049157
6968,Negative (Not Crack),0.084096
6969,Negative (Not Crack),0.039264
6970,Negative (Not Crack),0.027754
6971,Negative (Not Crack),0.334872
6972,Negative (Not Crack),0.149887
6973,Negative (Not Crack),0.058489
6974,Negative (Not Crack),0.037066
6975,Negative (Not Crack),0.120174
6976,Negative (Not Crack),0.047277
6977,Negative (Not Crack),0.058067
6978,Negative (Not Crack),0.196714
6979,Negative (Not Crack),0.061145
6980,Negative (Not Crack),0.033785
6981,Negative (Not Crack),0.05368
6982,Negative (Not Crack),0.032972
6983,Negative (Not Crack),0.046077
6984,Negative (Not Crack),0.053645
6985,Negative (Not Crack),0.096948
6986,Negative (Not Crack),0.046168
6987,Negative (Not Crack),0.033874
6988,Negative (Not Crack),0.034938
6989,Negative (Not Crack),0.060493
6990,Negative (Not Crack),0.045868
6991,Negative (Not Crack),0.089689
6992,Negative (Not Crack),0.060709
6993,Negative (Not Crack),0.071833
6994,Negative (Not Crack),0.090637
6995,Negative (Not Crack),0.030767
6996,Negative (Not Crack),0.049709
6997,Negative (Not Crack),0.046841
6998,Negative (Not Crack),0.401706
6999,Negative (Not Crack),0.038569
7000,Negative (Not Crack),0.067657
7001,Negative (Not Crack),0.038901
7002,Negative (Not Crack),0.04635
7003,Negative (Not Crack),0.035433
7004,Negative (Not Crack),0.058218
7005,Negative (Not Crack),0.038901
7006,Negative (Not Crack),0.03574
7007,Negative (Not Crack),0.049689
7008,Positive(Crack) ,0.976936
7009,Negative (Not Crack),0.128372
7010,Negative (Not Crack),0.061357
7011,Negative (Not Crack),0.097694
7012,Negative (Not Crack),0.052218
7013,Negative (Not Crack),0.04905
7014,Negative (Not Crack),0.141738
7015,Negative (Not Crack),0.0713
7016,Negative (Not Crack),0.045876
7017,Negative (Not Crack),0.046219
7018,Negative (Not Crack),0.052412
7019,Negative (Not Crack),0.030609
7020,Negative (Not Crack),0.049239
7021,Negative (Not Crack),0.056709
7022,Negative (Not Crack),0.031889
7023,Negative (Not Crack),0.043339
7024,Negative (Not Crack),0.080211
7025,Negative (Not Crack),0.031481
7026,Negative (Not Crack),0.044961
7027,Negative (Not Crack),0.025232
7028,Negative (Not Crack),0.068774
7029,Negative (Not Crack),0.087428
7030,Negative (Not Crack),0.043816
7031,Negative (Not Crack),0.039139
7032,Negative (Not Crack),0.051844
7033,Negative (Not Crack),0.110452
7034,Negative (Not Crack),0.040674
7035,Negative (Not Crack),0.040734
7036,Negative (Not Crack),0.081464
7037,Negative (Not Crack),0.103604
7038,Negative (Not Crack),0.162208
7039,Negative (Not Crack),0.053203
7040,Negative (Not Crack),0.103689
7041,Negative (Not Crack),0.062771
7042,Negative (Not Crack),0.044388
7043,Negative (Not Crack),0.066139
7044,Negative (Not Crack),0.05611
7045,Negative (Not Crack),0.033596
7046,Negative (Not Crack),0.311836
7047,Negative (Not Crack),0.034983
7048,Negative (Not Crack),0.036828
7049,Negative (Not Crack),0.13427
7050,Negative (Not Crack),0.037803
7051,Negative (Not Crack),0.058142
7052,Negative (Not Crack),0.165826
7053,Negative (Not Crack),0.042127
7054,Negative (Not Crack),0.051458
7055,Negative (Not Crack),0.029485
7056,Negative (Not Crack),0.068428
7057,Negative (Not Crack),0.043815
7058,Negative (Not Crack),0.057626
7059,Negative (Not Crack),0.086464
7060,Negative (Not Crack),0.036365
7061,Negative (Not Crack),0.196931
7062,Negative (Not Crack),0.049812
7063,Negative (Not Crack),0.030689
7064,Negative (Not Crack),0.046484
7065,Negative (Not Crack),0.042872
7066,Negative (Not Crack),0.035955
7067,Negative (Not Crack),0.052822
7068,Negative (Not Crack),0.07691
7069,Negative (Not Crack),0.102347
7070,Negative (Not Crack),0.074486
7071,Negative (Not Crack),0.044678
7072,Negative (Not Crack),0.065287
7073,Negative (Not Crack),0.053686
7074,Negative (Not Crack),0.058677
7075,Negative (Not Crack),0.196962
7076,Negative (Not Crack),0.039756
7077,Negative (Not Crack),0.052921
7078,Negative (Not Crack),0.063051
7079,Negative (Not Crack),0.078408
7080,Negative (Not Crack),0.046716
7081,Negative (Not Crack),0.049725
7082,Negative (Not Crack),0.035453
7083,Negative (Not Crack),0.039572
7084,Negative (Not Crack),0.076436
7085,Negative (Not Crack),0.045853
7086,Negative (Not Crack),0.238778
7087,Negative (Not Crack),0.04563
7088,Negative (Not Crack),0.088756
7089,Negative (Not Crack),0.037137
7090,Negative (Not Crack),0.045969
7091,Negative (Not Crack),0.093721
7092,Negative (Not Crack),0.055663
7093,Negative (Not Crack),0.054231
7094,Negative (Not Crack),0.034226
7095,Negative (Not Crack),0.052253
7096,Negative (Not Crack),0.04828
7097,Negative (Not Crack),0.068968
7098,Negative (Not Crack),0.036353
7099,Negative (Not Crack),0.04069
7100,Negative (Not Crack),0.093834
7101,Negative (Not Crack),0.033311
7102,Negative (Not Crack),0.057947
7103,Negative (Not Crack),0.053227
7104,Negative (Not Crack),0.034027
7105,Negative (Not Crack),0.042348
7106,Negative (Not Crack),0.046143
7107,Negative (Not Crack),0.040794
7108,Negative (Not Crack),0.059976
7109,Negative (Not Crack),0.04891
7110,Negative (Not Crack),0.060511
7111,Negative (Not Crack),0.064371
7112,Negative (Not Crack),0.065062
7113,Negative (Not Crack),0.057888
7114,Negative (Not Crack),0.045707
7115,Negative (Not Crack),0.047021
7116,Negative (Not Crack),0.049858
7117,Negative (Not Crack),0.033959
7118,Negative (Not Crack),0.042804
7119,Negative (Not Crack),0.072447
7120,Negative (Not Crack),0.065847
7121,Negative (Not Crack),0.057353
7122,Negative (Not Crack),0.052965
7123,Negative (Not Crack),0.037375
7124,Negative (Not Crack),0.053081
7125,Negative (Not Crack),0.05746
7126,Negative (Not Crack),0.043417
7127,Negative (Not Crack),0.038146
7128,Negative (Not Crack),0.031863
7129,Negative (Not Crack),0.051023
7130,Negative (Not Crack),0.122117
7131,Negative (Not Crack),0.071909
7132,Negative (Not Crack),0.055387
7133,Negative (Not Crack),0.0602
7134,Negative (Not Crack),0.111877
7135,Negative (Not Crack),0.065225
7136,Negative (Not Crack),0.059728
7137,Negative (Not Crack),0.065819
7138,Negative (Not Crack),0.058003
7139,Negative (Not Crack),0.05318
7140,Negative (Not Crack),0.059028
7141,Negative (Not Crack),0.049701
7142,Negative (Not Crack),0.052048
7143,Negative (Not Crack),0.055216
7144,Negative (Not Crack),0.030076
7145,Negative (Not Crack),0.055834
7146,Negative (Not Crack),0.046895
7147,Negative (Not Crack),0.061086
7148,Negative (Not Crack),0.057329
7149,Negative (Not Crack),0.060403
7150,Negative (Not Crack),0.135958
7151,Negative (Not Crack),0.047628
7152,Negative (Not Crack),0.032362
7153,Negative (Not Crack),0.088597
7154,Negative (Not Crack),0.051226
7155,Negative (Not Crack),0.147777
7156,Negative (Not Crack),0.032936
7157,Negative (Not Crack),0.046474
7158,Negative (Not Crack),0.05968
7159,Negative (Not Crack),0.065532
7160,Negative (Not Crack),0.15683
7161,Negative (Not Crack),0.036783
7162,Negative (Not Crack),0.041236
7163,Negative (Not Crack),0.088384
7164,Negative (Not Crack),0.220103
7165,Negative (Not Crack),0.036559
7166,Positive(Crack) ,0.808957
7167,Negative (Not Crack),0.087849
7168,Negative (Not Crack),0.058657
7169,Negative (Not Crack),0.124681
7170,Negative (Not Crack),0.035052
7171,Negative (Not Crack),0.044643
7172,Negative (Not Crack),0.03386
7173,Negative (Not Crack),0.053712
7174,Negative (Not Crack),0.03712
7175,Negative (Not Crack),0.039908
7176,Negative (Not Crack),0.272775
7177,Negative (Not Crack),0.034749
7178,Negative (Not Crack),0.037528
7179,Negative (Not Crack),0.055434
7180,Negative (Not Crack),0.050847
7181,Negative (Not Crack),0.041298
7182,Negative (Not Crack),0.069591
7183,Negative (Not Crack),0.075995
7184,Negative (Not Crack),0.034786
7185,Negative (Not Crack),0.268812
7186,Negative (Not Crack),0.040319
7187,Negative (Not Crack),0.034604
7188,Negative (Not Crack),0.031711
7189,Negative (Not Crack),0.083921
7190,Negative (Not Crack),0.040646
7191,Negative (Not Crack),0.123681
7192,Negative (Not Crack),0.054142
7193,Negative (Not Crack),0.056605
7194,Positive(Crack) ,0.914443
7195,Negative (Not Crack),0.034064
7196,Negative (Not Crack),0.027902
7197,Negative (Not Crack),0.037705
7198,Negative (Not Crack),0.103362
7199,Negative (Not Crack),0.032041
7200,Negative (Not Crack),0.062208
7201,Negative (Not Crack),0.046138
7202,Negative (Not Crack),0.060443
7203,Negative (Not Crack),0.04674
7204,Negative (Not Crack),0.039048
7205,Negative (Not Crack),0.045779
7206,Negative (Not Crack),0.0898
7207,Negative (Not Crack),0.043313
7208,Negative (Not Crack),0.058049
7209,Negative (Not Crack),0.033886
7210,Negative (Not Crack),0.039982
7211,Negative (Not Crack),0.059028
7212,Negative (Not Crack),0.030631
7213,Negative (Not Crack),0.055637
7214,Negative (Not Crack),0.037787
7215,Negative (Not Crack),0.161766
7216,Negative (Not Crack),0.049353
7217,Negative (Not Crack),0.031196
7218,Negative (Not Crack),0.052799
7219,Negative (Not Crack),0.036035
7220,Negative (Not Crack),0.047666
7221,Negative (Not Crack),0.038384
7222,Negative (Not Crack),0.08377
7223,Negative (Not Crack),0.04914
7224,Negative (Not Crack),0.048857
7225,Negative (Not Crack),0.06498
7226,Negative (Not Crack),0.064165
7227,Negative (Not Crack),0.034426
7228,Negative (Not Crack),0.053262
7229,Negative (Not Crack),0.147499
7230,Negative (Not Crack),0.039398
7231,Negative (Not Crack),0.047045
7232,Negative (Not Crack),0.078897
7233,Negative (Not Crack),0.048823
7234,Negative (Not Crack),0.067352
7235,Negative (Not Crack),0.051626
7236,Negative (Not Crack),0.036313
7237,Negative (Not Crack),0.043711
7238,Negative (Not Crack),0.129177
7239,Negative (Not Crack),0.076713
7240,Negative (Not Crack),0.06468
7241,Negative (Not Crack),0.036211
7242,Negative (Not Crack),0.047014
7243,Negative (Not Crack),0.044633
7244,Negative (Not Crack),0.046778
7245,Negative (Not Crack),0.058706
7246,Negative (Not Crack),0.045365
7247,Negative (Not Crack),0.074405
7248,Negative (Not Crack),0.043364
7249,Negative (Not Crack),0.124335
7250,Negative (Not Crack),0.171055
7251,Negative (Not Crack),0.062629
7252,Negative (Not Crack),0.043835
7253,Negative (Not Crack),0.044467
7254,Negative (Not Crack),0.078085
7255,Negative (Not Crack),0.271157
7256,Negative (Not Crack),0.044063
7257,Negative (Not Crack),0.041572
7258,Negative (Not Crack),0.038658
7259,Negative (Not Crack),0.09708
7260,Negative (Not Crack),0.049591
7261,Negative (Not Crack),0.062121
7262,Negative (Not Crack),0.036069
7263,Negative (Not Crack),0.036045
7264,Negative (Not Crack),0.067523
7265,Negative (Not Crack),0.067894
7266,Negative (Not Crack),0.064304
7267,Negative (Not Crack),0.037022
7268,Negative (Not Crack),0.040587
7269,Negative (Not Crack),0.214372
7270,Negative (Not Crack),0.046998
7271,Negative (Not Crack),0.028046
7272,Negative (Not Crack),0.061238
7273,Negative (Not Crack),0.045928
7274,Negative (Not Crack),0.065382
7275,Negative (Not Crack),0.042527
7276,Negative (Not Crack),0.04617
7277,Negative (Not Crack),0.123031
7278,Negative (Not Crack),0.040551
7279,Negative (Not Crack),0.055609
7280,Negative (Not Crack),0.034056
7281,Negative (Not Crack),0.084968
7282,Negative (Not Crack),0.044127
7283,Negative (Not Crack),0.102116
7284,Negative (Not Crack),0.149397
7285,Negative (Not Crack),0.059237
7286,Negative (Not Crack),0.038217
7287,Negative (Not Crack),0.045472
7288,Negative (Not Crack),0.105896
7289,Negative (Not Crack),0.07505
7290,Negative (Not Crack),0.071163
7291,Negative (Not Crack),0.041738
7292,Negative (Not Crack),0.054298
7293,Negative (Not Crack),0.134151
7294,Negative (Not Crack),0.048723
7295,Negative (Not Crack),0.096523
7296,Negative (Not Crack),0.037829
7297,Negative (Not Crack),0.126285
7298,Negative (Not Crack),0.040161
7299,Negative (Not Crack),0.054041
7300,Negative (Not Crack),0.065714
7301,Negative (Not Crack),0.038959
7302,Negative (Not Crack),0.030285
7303,Negative (Not Crack),0.03793
7304,Negative (Not Crack),0.058088
7305,Negative (Not Crack),0.062335
7306,Negative (Not Crack),0.332832
7307,Negative (Not Crack),0.065668
7308,Negative (Not Crack),0.076047
7309,Negative (Not Crack),0.05641
7310,Negative (Not Crack),0.07362
7311,Negative (Not Crack),0.043811
7312,Negative (Not Crack),0.038978
7313,Negative (Not Crack),0.060304
7314,Negative (Not Crack),0.057101
7315,Negative (Not Crack),0.165615
7316,Negative (Not Crack),0.03842
7317,Negative (Not Crack),0.079401
7318,Negative (Not Crack),0.058075
7319,Negative (Not Crack),0.046325
7320,Negative (Not Crack),0.027836
7321,Negative (Not Crack),0.086311
7322,Negative (Not Crack),0.043004
7323,Negative (Not Crack),0.043132
7324,Negative (Not Crack),0.026743
7325,Negative (Not Crack),0.050638
7326,Negative (Not Crack),0.039499
7327,Negative (Not Crack),0.057422
7328,Negative (Not Crack),0.030982
7329,Negative (Not Crack),0.059264
7330,Negative (Not Crack),0.055331
7331,Negative (Not Crack),0.03996
7332,Negative (Not Crack),0.047863
7333,Negative (Not Crack),0.064387
7334,Negative (Not Crack),0.04895
7335,Negative (Not Crack),0.242123
7336,Negative (Not Crack),0.05803
7337,Negative (Not Crack),0.065893
7338,Negative (Not Crack),0.030948
7339,Negative (Not Crack),0.093223
7340,Negative (Not Crack),0.045943
7341,Negative (Not Crack),0.124458
7342,Negative (Not Crack),0.047104
7343,Negative (Not Crack),0.09838
7344,Negative (Not Crack),0.104531
7345,Negative (Not Crack),0.145276
7346,Negative (Not Crack),0.029842
7347,Negative (Not Crack),0.059879
7348,Negative (Not Crack),0.03774
7349,Negative (Not Crack),0.089334
7350,Negative (Not Crack),0.078994
7351,Negative (Not Crack),0.051025
7352,Negative (Not Crack),0.032491
7353,Negative (Not Crack),0.041568
7354,Negative (Not Crack),0.246504
7355,Negative (Not Crack),0.246438
7356,Negative (Not Crack),0.066041
7357,Negative (Not Crack),0.060951
7358,Negative (Not Crack),0.072268
7359,Negative (Not Crack),0.052376
7360,Negative (Not Crack),0.160558
7361,Negative (Not Crack),0.039621
7362,Negative (Not Crack),0.079337
7363,Negative (Not Crack),0.053686
7364,Negative (Not Crack),0.11079
7365,Negative (Not Crack),0.048864
7366,Negative (Not Crack),0.03758
7367,Negative (Not Crack),0.06332
7368,Negative (Not Crack),0.083026
7369,Negative (Not Crack),0.058218
7370,Negative (Not Crack),0.038663
7371,Negative (Not Crack),0.066473
7372,Negative (Not Crack),0.059685
7373,Negative (Not Crack),0.054652
7374,Negative (Not Crack),0.042684
7375,Negative (Not Crack),0.056496
7376,Negative (Not Crack),0.040826
7377,Negative (Not Crack),0.100662
7378,Negative (Not Crack),0.043119
7379,Negative (Not Crack),0.086247
7380,Negative (Not Crack),0.052637
7381,Negative (Not Crack),0.029698
7382,Negative (Not Crack),0.05146
7383,Negative (Not Crack),0.035206
7384,Negative (Not Crack),0.050693
7385,Negative (Not Crack),0.048656
7386,Negative (Not Crack),0.046387
7387,Negative (Not Crack),0.39705
7388,Negative (Not Crack),0.139681
7389,Negative (Not Crack),0.042982
7390,Negative (Not Crack),0.065931
7391,Negative (Not Crack),0.125381
7392,Negative (Not Crack),0.068261
7393,Negative (Not Crack),0.04792
7394,Negative (Not Crack),0.04337
7395,Negative (Not Crack),0.04028
7396,Negative (Not Crack),0.126187
7397,Negative (Not Crack),0.033251
7398,Negative (Not Crack),0.125525
7399,Negative (Not Crack),0.039047
7400,Negative (Not Crack),0.061049
7401,Negative (Not Crack),0.03713
7402,Negative (Not Crack),0.039759
7403,Negative (Not Crack),0.038398
7404,Negative (Not Crack),0.113249
7405,Negative (Not Crack),0.032941
7406,Negative (Not Crack),0.040049
7407,Negative (Not Crack),0.065886
7408,Negative (Not Crack),0.045496
7409,Negative (Not Crack),0.072847
7410,Negative (Not Crack),0.040289
7411,Negative (Not Crack),0.029133
7412,Negative (Not Crack),0.038395
7413,Negative (Not Crack),0.051296
7414,Negative (Not Crack),0.039189
7415,Negative (Not Crack),0.048069
7416,Negative (Not Crack),0.125568
7417,Negative (Not Crack),0.097439
7418,Negative (Not Crack),0.042819
